src,dst,count
userId_24212,userId_22330,1
userId_3580,userId_22330,1
userId_35421,userId_22330,2
userId_8089,userId_22330,1
userId_7403,userId_22330,1
userId_22428,userId_22330,2
userId_19534,userId_22330,1
userId_17929,userId_22330,1
userId_13699,userId_22330,1
userId_12749,userId_22330,4
userId_31312,userId_22330,1
userId_29731,userId_22330,32
userId_21740,userId_22330,3
userId_16460,userId_22330,4
userId_28469,userId_22330,1
userId_20306,userId_22330,2
userId_30771,userId_22330,1
userId_35717,userId_22330,1
userId_20370,userId_22330,1
userId_32939,userId_22330,1
userId_38178,userId_22330,1
userId_20147,userId_22330,5
userId_24852,userId_22330,1
userId_22475,userId_22330,4
userId_9675,userId_22330,1
userId_38287,userId_22330,2
userId_145,userId_22330,14
userId_4177,userId_22330,1
userId_18890,userId_22330,2
userId_7137,userId_22330,82
userId_24091,userId_22330,1
userId_11177,userId_22330,1
userId_36279,userId_22330,10
userId_15153,userId_22330,1
userId_13723,userId_22330,1
userId_4590,userId_22330,3
userId_14582,userId_22330,1
userId_38101,userId_22330,1
userId_28763,userId_22330,3
userId_35445,userId_22330,8
userId_28997,userId_22330,1
userId_10353,userId_22330,1
userId_19817,userId_22330,1
userId_25877,userId_22330,2
userId_37063,userId_22330,2
userId_9476,userId_22330,1
userId_26415,userId_22330,1
userId_21082,userId_22330,1
userId_26888,userId_22330,2
userId_3005,userId_22330,1
userId_37034,userId_22330,3
userId_13140,userId_22330,1
userId_14960,userId_22330,1
userId_37542,userId_22330,1
userId_14666,userId_22330,1
userId_19348,userId_22330,10
userId_15621,userId_22330,1
userId_23488,userId_22330,1
userId_18814,userId_22330,1
userId_5472,userId_22330,1
userId_25273,userId_22330,1
userId_23820,userId_22330,1
userId_24357,userId_22330,2
userId_4381,userId_22330,1
userId_3179,userId_22330,1
userId_27583,userId_22330,1
userId_8705,userId_22330,1
userId_21019,userId_22330,2
userId_5181,userId_22330,6
userId_37240,userId_22330,1
userId_13084,userId_22330,1
userId_35571,userId_22330,3
userId_9649,userId_22330,10
userId_5909,userId_22330,1
userId_25208,userId_22330,1
userId_8424,userId_22330,5
userId_10770,userId_22330,13
userId_39617,userId_22330,2
userId_25286,userId_22330,5
userId_5190,userId_22330,1
userId_15399,userId_22330,1
userId_38630,userId_22330,4
userId_223,userId_22330,1
userId_7837,userId_22330,3
userId_7594,userId_22330,1
userId_9377,userId_22330,18
userId_12076,userId_22330,6
userId_34648,userId_22330,2
userId_8088,userId_22330,2
userId_29237,userId_22330,2
userId_2521,userId_22330,1
userId_15517,userId_22330,2
userId_14785,userId_22330,2
userId_1254,userId_22330,1
userId_20334,userId_22330,3
userId_34917,userId_22330,1
userId_22383,userId_22330,1
userId_24686,userId_22330,4
userId_12810,userId_22330,1
userId_33473,userId_22330,1
userId_21520,userId_22330,2
userId_33621,userId_22330,2
userId_30132,userId_22330,7
userId_33837,userId_22330,5
userId_29854,userId_22330,4
userId_17344,userId_22330,2
userId_32152,userId_22330,1
userId_4781,userId_22330,2
userId_32163,userId_22330,1
userId_24655,userId_22330,10
userId_30397,userId_22330,1
userId_12029,userId_22330,5
userId_37415,userId_22330,1
userId_27840,userId_22330,2
userId_39777,userId_22330,2
userId_21641,userId_22330,1
userId_36489,userId_22330,3
userId_6203,userId_22330,9
userId_35069,userId_22330,17
userId_11985,userId_22330,2
userId_32237,userId_22330,1
userId_23471,userId_22330,1
userId_1878,userId_22330,15
userId_22429,userId_22330,5
userId_3502,userId_22330,2
userId_856,userId_22330,1
userId_26539,userId_22330,2
userId_8362,userId_22330,1
userId_15273,userId_22330,1
userId_34003,userId_22330,1
userId_36936,userId_22330,56
userId_9447,userId_22330,1
userId_34171,userId_22330,1
userId_35127,userId_22330,2
userId_8980,userId_22330,1
userId_36901,userId_22330,7
userId_12262,userId_22330,1
userId_9472,userId_22330,1
userId_27881,userId_22330,1
userId_3000,userId_22330,3
userId_2110,userId_22330,1
userId_28160,userId_22330,1
userId_19588,userId_22330,1
userId_13718,userId_22330,1
userId_2754,userId_22330,1
userId_24906,userId_22330,2
userId_21656,userId_22330,1
userId_10742,userId_22330,1
userId_13903,userId_22330,1
userId_1188,userId_22330,1
userId_30661,userId_22330,6
userId_1114,userId_22330,1
userId_19138,userId_22330,1
userId_1401,userId_22330,1
userId_36097,userId_22330,2
userId_8325,userId_22330,1
userId_29074,userId_22330,10
userId_9052,userId_22330,1
userId_28279,userId_22330,4
userId_18274,userId_22330,8
userId_24476,userId_22330,6
userId_12938,userId_22330,1
userId_13525,userId_22330,3
userId_22711,userId_22330,1
userId_6547,userId_22330,2
userId_24464,userId_22330,1
userId_29286,userId_22330,1
userId_39036,userId_22330,6
userId_35367,userId_22330,6
userId_19742,userId_22330,10
userId_33380,userId_22330,2
userId_5376,userId_22330,1
userId_26039,userId_22330,6
userId_9321,userId_22330,2
userId_22171,userId_22330,1
userId_30724,userId_22330,4
userId_24053,userId_22330,1
userId_11513,userId_22330,1
userId_29540,userId_22330,9
userId_29640,userId_22330,1
userId_36286,userId_22330,1
userId_2493,userId_22330,8
userId_29409,userId_22330,3
userId_36444,userId_22330,6
userId_7381,userId_22330,3
userId_39603,userId_22330,1
userId_8218,userId_22330,2
userId_20225,userId_22330,2
userId_17541,userId_22330,1
userId_7484,userId_22330,3
userId_6634,userId_22330,2
userId_22999,userId_22330,1
userId_6909,userId_22330,1
userId_36864,userId_22330,3
userId_10747,userId_22330,1
userId_37377,userId_22330,1
userId_28258,userId_22330,1
userId_31722,userId_22330,1
userId_18658,userId_22330,2
userId_35760,userId_22330,4
userId_29795,userId_22330,1
userId_6337,userId_22330,2
userId_14631,userId_22330,11
userId_5460,userId_22330,1
userId_4235,userId_22330,7
userId_15112,userId_22330,1
userId_36768,userId_22330,1
userId_8639,userId_22330,54
userId_37137,userId_22330,1
userId_19561,userId_22330,2
userId_16961,userId_22330,2
userId_22824,userId_22330,1
userId_11646,userId_22330,2
userId_22975,userId_22330,6
userId_16006,userId_22330,5
userId_5866,userId_22330,1
userId_16815,userId_22330,1
userId_16325,userId_22330,1
userId_29139,userId_22330,1
userId_4799,userId_22330,1
userId_38553,userId_22330,8
userId_19995,userId_22330,5
userId_4554,userId_22330,1
userId_32871,userId_22330,2
userId_21503,userId_22330,7
userId_31063,userId_22330,1
userId_27962,userId_22330,1
userId_5099,userId_22330,10
userId_4232,userId_22330,1
userId_8353,userId_22330,1
userId_34709,userId_22330,3
userId_6092,userId_22330,2
userId_6182,userId_22330,1
userId_30711,userId_22330,8
userId_32217,userId_22330,1
userId_17841,userId_22330,3
userId_12499,userId_22330,1
userId_8065,userId_22330,1
userId_37777,userId_22330,1
userId_37252,userId_22330,1
userId_39070,userId_22330,1
userId_29759,userId_22330,1
userId_11106,userId_22330,4
userId_1448,userId_22330,2
userId_8526,userId_22330,1
userId_25407,userId_22330,1
userId_32363,userId_22330,6
userId_17394,userId_22330,1
userId_33408,userId_22330,8
userId_24929,userId_22330,1
userId_37537,userId_22330,1
userId_32712,userId_22330,6
userId_878,userId_22330,9
userId_14810,userId_22330,1
userId_18410,userId_22330,2
userId_14936,userId_22330,44
userId_18984,userId_22330,1
userId_5992,userId_22330,1
userId_12391,userId_22330,10
userId_14546,userId_22330,1
userId_35895,userId_22330,1
userId_30479,userId_22330,6
userId_36403,userId_22330,1
userId_22467,userId_22330,5
userId_32421,userId_22330,10
userId_30828,userId_22330,1
userId_24555,userId_22330,1
userId_24699,userId_22330,1
userId_7107,userId_22330,1
userId_38917,userId_22330,1
userId_29482,userId_22330,2
userId_38717,userId_22330,348
userId_2355,userId_22330,1
userId_5752,userId_22330,2
userId_4011,userId_22330,27
userId_8231,userId_22330,1
userId_36292,userId_22330,1
userId_22037,userId_22330,1
userId_33071,userId_22330,1
userId_1845,userId_22330,1
userId_13177,userId_22330,5
userId_7044,userId_22330,2
userId_10041,userId_22330,1
userId_11933,userId_22330,1
userId_13492,userId_22330,1
userId_35841,userId_22330,1
userId_25327,userId_22330,2
userId_21302,userId_22330,1
userId_31757,userId_22330,3
userId_21465,userId_22330,2
userId_7980,userId_22330,1
userId_19365,userId_22330,1
userId_32089,userId_22330,7
userId_21654,userId_22330,2
userId_13227,userId_22330,3
userId_30956,userId_22330,1
userId_16851,userId_22330,1
userId_16660,userId_22330,7
userId_28726,userId_22330,1
userId_10236,userId_22330,1
userId_17668,userId_22330,3
userId_7981,userId_22330,10
userId_33648,userId_22330,1
userId_30285,userId_22330,2
userId_13366,userId_22330,4
userId_10558,userId_22330,3
userId_1969,userId_22330,1
userId_27300,userId_22330,5
userId_6012,userId_22330,1
userId_6858,userId_22330,2
userId_35171,userId_22330,1
userId_6488,userId_22330,1
userId_11279,userId_22330,1
userId_34631,userId_22330,1
userId_10706,userId_22330,31
userId_39620,userId_22330,1
userId_34037,userId_22330,1
userId_38159,userId_22330,1
userId_18334,userId_22330,3
userId_11706,userId_22330,1
userId_19078,userId_22330,1
userId_11089,userId_22330,1
userId_31184,userId_22330,1
userId_19669,userId_22330,1
userId_31022,userId_22330,2
userId_16228,userId_22330,1
userId_8321,userId_22330,1
userId_13590,userId_22330,9
userId_34872,userId_22330,5
userId_12495,userId_22330,1
userId_38407,userId_22330,1
userId_24416,userId_22330,1
userId_5426,userId_22330,1
userId_16316,userId_22330,9
userId_11703,userId_22330,2
userId_25942,userId_22330,1
userId_3395,userId_22330,4
userId_37054,userId_22330,1
userId_22822,userId_22330,1
userId_27160,userId_22330,1
userId_16647,userId_22330,1
userId_10180,userId_22330,1
userId_32264,userId_22330,1
userId_39594,userId_22330,4
userId_13204,userId_22330,1
userId_35238,userId_22330,10
userId_23456,userId_22330,1
userId_1379,userId_22330,1
userId_12354,userId_22330,1
userId_23364,userId_22330,2
userId_26241,userId_22330,10
userId_36887,userId_22330,1
userId_28719,userId_22330,1
userId_34810,userId_22330,1
userId_34746,userId_22330,3
userId_33328,userId_22330,1
userId_21652,userId_22330,1
userId_11631,userId_22330,1
userId_34263,userId_22330,6
userId_10088,userId_22330,2
userId_533,userId_22330,5
userId_29243,userId_22330,2
userId_9803,userId_22330,1
userId_32086,userId_22330,7
userId_31508,userId_22330,1
userId_15677,userId_22330,1
userId_418,userId_22330,1
userId_15521,userId_22330,1
userId_17662,userId_22330,12
userId_15254,userId_22330,2
userId_18272,userId_22330,1
userId_31173,userId_22330,5
userId_31966,userId_22330,4
userId_29187,userId_22330,4
userId_37998,userId_22330,1
userId_25076,userId_22330,5
userId_8059,userId_22330,1
userId_3750,userId_22330,1
userId_29805,userId_22330,1
userId_38324,userId_22330,2
userId_34916,userId_22330,2
userId_26961,userId_22330,1
userId_30282,userId_22330,1
userId_13017,userId_22330,104
userId_28444,userId_22330,3
userId_1859,userId_22330,1
userId_10215,userId_22330,1
userId_18317,userId_22330,2
userId_19373,userId_22330,4
userId_13780,userId_22330,9
userId_322,userId_22330,10
userId_30788,userId_22330,2
userId_4013,userId_22330,1
userId_26597,userId_22330,3
userId_30953,userId_22330,1
userId_39651,userId_22330,2
userId_15250,userId_22330,2
userId_29601,userId_22330,1
userId_14545,userId_22330,1
userId_9543,userId_22330,1
userId_7307,userId_22330,1
userId_6084,userId_22330,1
userId_35572,userId_22330,1
userId_11090,userId_22330,4
userId_16804,userId_22330,1
userId_11139,userId_22330,3
userId_18721,userId_22330,1
userId_31796,userId_22330,2
userId_34919,userId_22330,1
userId_10580,userId_22330,2
userId_38228,userId_22330,10
userId_7557,userId_22330,1
userId_12014,userId_22330,1
userId_5581,userId_22330,1
userId_15839,userId_22330,10
userId_33197,userId_22330,1
userId_24964,userId_22330,1
userId_2086,userId_22330,10
userId_25754,userId_22330,2
userId_9233,userId_22330,1
userId_18037,userId_22330,1
userId_29816,userId_22330,8
userId_39403,userId_22330,7
userId_1093,userId_22330,1
userId_2027,userId_22330,1
userId_4814,userId_22330,1
userId_13449,userId_22330,1
userId_15784,userId_22330,1
userId_9114,userId_22330,2
userId_21567,userId_22330,1
userId_35915,userId_22330,3
userId_22937,userId_22330,3
userId_1614,userId_22330,7
userId_1714,userId_22330,7
userId_10409,userId_22330,13
userId_3914,userId_22330,5
userId_2976,userId_22330,4
userId_14733,userId_22330,1
userId_25970,userId_22330,1
userId_26170,userId_22330,6
userId_39007,userId_22330,1
userId_3104,userId_22330,1
userId_18526,userId_22330,1
userId_7286,userId_22330,1
userId_32115,userId_22330,4
userId_18888,userId_22330,3
userId_24598,userId_22330,1
userId_1174,userId_22330,2
userId_3520,userId_22330,1
userId_3943,userId_22330,1
userId_28146,userId_22330,8
userId_16900,userId_22330,10
userId_4480,userId_22330,2
userId_2528,userId_22330,17
userId_36752,userId_22330,8
userId_17927,userId_22330,2
userId_25820,userId_22330,1
userId_20331,userId_22330,4
userId_17123,userId_22330,11
userId_35195,userId_22330,1
userId_3267,userId_22330,1
userId_3340,userId_22330,2
userId_8766,userId_22330,6
userId_17672,userId_22330,1
userId_14482,userId_22330,2
userId_37665,userId_22330,1
userId_12003,userId_22330,2
userId_3099,userId_22330,10
userId_5026,userId_22330,2
userId_17655,userId_22330,2
userId_32012,userId_22330,10
userId_21898,userId_22330,7
userId_32328,userId_22330,8
userId_17433,userId_22330,2
userId_790,userId_22330,1
userId_18405,userId_22330,1
userId_9710,userId_22330,14
userId_29150,userId_22330,1
userId_21531,userId_22330,1
userId_27293,userId_22330,1
userId_11343,userId_22330,2
userId_37647,userId_22330,5
userId_16634,userId_22330,2
userId_35788,userId_22330,1
userId_13885,userId_22330,7
userId_38648,userId_22330,16
userId_23373,userId_22330,1
userId_12906,userId_22330,10
userId_33931,userId_22330,1
userId_20797,userId_22330,1
userId_21491,userId_22330,2
userId_34664,userId_22330,1
userId_5040,userId_22330,5
userId_25994,userId_22330,1
userId_10525,userId_22330,1
userId_37504,userId_22330,2
userId_15711,userId_22330,2
userId_31153,userId_22330,10
userId_28581,userId_22330,1
userId_361,userId_22330,1
userId_17554,userId_22330,1
userId_11520,userId_22330,1
userId_11415,userId_22330,1
userId_13835,userId_22330,4
userId_24615,userId_22330,1
userId_20757,userId_22330,1
userId_27023,userId_22330,1
userId_14023,userId_22330,1
userId_27693,userId_22330,1
userId_13690,userId_22330,1
userId_27386,userId_22330,1
userId_31769,userId_22330,1
userId_20555,userId_22330,2
userId_25702,userId_22330,2
userId_16892,userId_22330,3
userId_32844,userId_22330,1
userId_25419,userId_22330,10
userId_8110,userId_22330,1
userId_32249,userId_22330,1
userId_31510,userId_22330,10
userId_10142,userId_22330,1
userId_8681,userId_22330,10
userId_34137,userId_22330,10
userId_21111,userId_22330,2
userId_15981,userId_22330,9
userId_30576,userId_22330,1
userId_16533,userId_22330,1
userId_22286,userId_22330,1
userId_21923,userId_22330,7
userId_21113,userId_22330,1
userId_19417,userId_22330,1
userId_2218,userId_22330,6
userId_13705,userId_22330,8
userId_5090,userId_22330,4
userId_9463,userId_22330,2
userId_132,userId_22330,10
userId_29509,userId_22330,1
userId_3180,userId_22330,1
userId_17025,userId_22330,2
userId_1458,userId_22330,1
userId_36257,userId_22330,2
userId_30849,userId_22330,1
userId_11170,userId_22330,1
userId_33607,userId_22330,1
userId_16757,userId_22330,1
userId_35327,userId_22330,1
userId_38778,userId_22330,1
userId_34056,userId_22330,8
userId_21856,userId_22330,1
userId_16347,userId_22330,5
userId_19441,userId_22330,1
userId_18089,userId_22330,1
userId_35328,userId_22330,1
userId_5485,userId_22330,10
userId_9541,userId_22330,1
userId_19734,userId_22330,1
userId_33169,userId_22330,5
userId_9296,userId_22330,1
userId_25734,userId_22330,1
userId_26711,userId_22330,1
userId_1376,userId_22330,1
userId_31348,userId_22330,1
userId_14778,userId_22330,1
userId_26430,userId_22330,1
userId_37613,userId_22330,1
userId_33383,userId_22330,1
userId_9653,userId_22330,4
userId_103,userId_22330,4
userId_10884,userId_22330,6
userId_15208,userId_22330,3
userId_19696,userId_22330,2
userId_19367,userId_22330,2
userId_6653,userId_22330,2
userId_28914,userId_22330,2
userId_20802,userId_22330,8
userId_19925,userId_22330,2
userId_124,userId_22330,1
userId_31513,userId_22330,5
userId_10265,userId_22330,1
userId_4811,userId_22330,10
userId_14284,userId_22330,2
userId_34579,userId_22330,2
userId_38561,userId_22330,1
userId_4988,userId_22330,1
userId_31867,userId_22330,1
userId_21340,userId_22330,3
userId_7319,userId_22330,1
userId_25692,userId_22330,2
userId_11199,userId_22330,3
userId_28618,userId_22330,1
userId_14008,userId_22330,2
userId_5597,userId_22330,3
userId_8673,userId_22330,1
userId_26868,userId_22330,3
userId_3443,userId_22330,7
userId_24205,userId_22330,1
userId_19944,userId_22330,1
userId_34682,userId_22330,1
userId_17628,userId_22330,7
userId_3714,userId_22330,1
userId_4584,userId_22330,1
userId_33537,userId_22330,3
userId_30800,userId_22330,6
userId_5613,userId_22330,1
userId_6736,userId_22330,1
userId_27333,userId_22330,6
userId_12746,userId_22330,2
userId_14342,userId_22330,13
userId_27280,userId_22330,4
userId_408,userId_22330,10
userId_34039,userId_22330,1
userId_35920,userId_22330,10
userId_3508,userId_22330,51
userId_12860,userId_22330,1
userId_31541,userId_22330,10
userId_16907,userId_22330,9
userId_32768,userId_22330,5
userId_11291,userId_22330,10
userId_18376,userId_22330,14
userId_24682,userId_22330,1
userId_20677,userId_22330,2
userId_20337,userId_22330,6
userId_27512,userId_22330,1
userId_25955,userId_22330,9
userId_24652,userId_22330,1
userId_24143,userId_22330,1
userId_11465,userId_22330,1
userId_34606,userId_22330,2
userId_9705,userId_22330,3
userId_23326,userId_22330,16
userId_781,userId_22330,7
userId_34798,userId_22330,2
userId_542,userId_22330,1
userId_10726,userId_22330,3
userId_6061,userId_22330,1
userId_34554,userId_22330,12
userId_17839,userId_22330,1
userId_19111,userId_22330,10
userId_18483,userId_22330,7
userId_30637,userId_22330,4
userId_27336,userId_22330,2
userId_15745,userId_22330,1
userId_20307,userId_22330,1
userId_4655,userId_22330,1
userId_26200,userId_22330,1
userId_3207,userId_22330,1
userId_17356,userId_22330,1
userId_11785,userId_22330,1
userId_30185,userId_22330,2
userId_21881,userId_22330,2
userId_26166,userId_22330,1
userId_33356,userId_22330,3
userId_8950,userId_22330,2
userId_28439,userId_22330,1
userId_11681,userId_22330,1
userId_38857,userId_22330,4
userId_16921,userId_22330,10
userId_32277,userId_22330,2
userId_16674,userId_22330,10
userId_24796,userId_22330,3
userId_16884,userId_22330,3
userId_19058,userId_22330,1
userId_39681,userId_22330,1
userId_12843,userId_22330,1
userId_38137,userId_22330,1
userId_24374,userId_22330,1
userId_17366,userId_22330,1
userId_24362,userId_22330,2
userId_10325,userId_22330,3
userId_7250,userId_22330,9
userId_1569,userId_22330,10
userId_7254,userId_22330,1
userId_36000,userId_22330,2
userId_16144,userId_22330,5
userId_8563,userId_22330,10
userId_16439,userId_22330,1
userId_32056,userId_22330,1
userId_3765,userId_22330,2
userId_16229,userId_22330,1
userId_19278,userId_22330,2
userId_10626,userId_22330,1
userId_3257,userId_22330,1
userId_20819,userId_22330,20
userId_4270,userId_22330,2
userId_8361,userId_22330,1
userId_5750,userId_22330,2
userId_36649,userId_22330,10
userId_35679,userId_22330,10
userId_32312,userId_22330,1
userId_19352,userId_22330,1
userId_100,userId_22330,1
userId_2091,userId_22330,1
userId_834,userId_22330,2
userId_2438,userId_22330,10
userId_16274,userId_22330,2
userId_37351,userId_22330,1
userId_38430,userId_22330,1
userId_8561,userId_22330,3
userId_29305,userId_22330,1
userId_9367,userId_22330,2
userId_33657,userId_22330,2
userId_25591,userId_22330,4
userId_23503,userId_22330,8
userId_11029,userId_22330,2
userId_15892,userId_22330,10
userId_25596,userId_22330,1
userId_10950,userId_22330,1
userId_25963,userId_22330,1
userId_9322,userId_22330,2
userId_9295,userId_22330,2
userId_13288,userId_22330,1
userId_38763,userId_22330,2
userId_37852,userId_22330,1
userId_34758,userId_22330,1
userId_7115,userId_22330,10
userId_35856,userId_22330,3
userId_23677,userId_22330,1
userId_15611,userId_22330,1
userId_8811,userId_22330,1
userId_30924,userId_22330,37
userId_26383,userId_22330,4
userId_39182,userId_22330,1
userId_36574,userId_22330,3
userId_23256,userId_22330,1
userId_3911,userId_22330,1
userId_405,userId_22330,1
userId_38110,userId_22330,4
userId_39214,userId_22330,1
userId_6713,userId_22330,1
userId_9676,userId_22330,2
userId_26681,userId_22330,3
userId_33808,userId_22330,1
userId_5447,userId_22330,1
userId_37507,userId_22330,1
userId_34142,userId_22330,14
userId_19720,userId_22330,2
userId_27011,userId_22330,1
userId_168,userId_22330,1
userId_4707,userId_22330,5
userId_24090,userId_22330,1
userId_25989,userId_22330,1
userId_537,userId_22330,7
userId_23679,userId_22330,1
userId_20000,userId_22330,4
userId_22378,userId_22330,7
userId_30875,userId_22330,4
userId_22894,userId_22330,1
userId_20099,userId_22330,1
userId_14095,userId_22330,1
userId_4135,userId_22330,1
userId_2500,userId_22330,4
userId_6131,userId_22330,1
userId_28408,userId_22330,9
userId_31802,userId_22330,1
userId_29125,userId_22330,2
userId_20179,userId_22330,1
userId_22320,userId_22330,1
userId_3935,userId_22330,1
userId_27780,userId_22330,13
userId_31892,userId_22330,5
userId_34821,userId_22330,1
userId_26391,userId_22330,5
userId_22209,userId_22330,1
userId_3040,userId_22330,1
userId_23932,userId_22330,1
userId_7675,userId_22330,1
userId_31592,userId_22330,1
userId_154,userId_22330,1
userId_521,userId_22330,2
userId_39195,userId_22330,1
userId_9036,userId_22330,1
userId_5227,userId_22330,1
userId_18582,userId_22330,1
userId_34175,userId_22330,1
userId_2529,userId_22330,2
userId_29987,userId_22330,1
userId_13465,userId_22330,2
userId_28419,userId_22330,3
userId_8119,userId_22330,2
userId_37980,userId_22330,1
userId_6622,userId_22330,1
userId_28832,userId_22330,5
userId_36567,userId_22330,1
userId_30348,userId_22330,1
userId_17153,userId_22330,1
userId_6829,userId_22330,2
userId_24962,userId_22330,1
userId_35618,userId_22330,1
userId_3562,userId_22330,1
userId_18862,userId_22330,2
userId_1765,userId_22330,1
userId_4394,userId_22330,1
userId_30202,userId_22330,4
userId_1955,userId_22330,2
userId_9763,userId_22330,1
userId_18276,userId_22330,1
userId_7,userId_22330,3
userId_36609,userId_22330,1
userId_16266,userId_22330,3
userId_38945,userId_22330,1
userId_17819,userId_22330,3
userId_33339,userId_22330,1
userId_22531,userId_22330,1
userId_22726,userId_22330,1
userId_13330,userId_22330,1
userId_25083,userId_22330,4
userId_7729,userId_22330,3
userId_1014,userId_22330,73
userId_39202,userId_22330,1
userId_13137,userId_22330,2
userId_29412,userId_22330,10
userId_29247,userId_22330,8
userId_15883,userId_22330,1
userId_7119,userId_22330,2
userId_39749,userId_22330,1
userId_34805,userId_22330,1
userId_7264,userId_22330,10
userId_27065,userId_22330,1
userId_31149,userId_22330,5
userId_14570,userId_22330,7
userId_26573,userId_22330,1
userId_4065,userId_22330,4
userId_4467,userId_22330,1
userId_21683,userId_22330,1
userId_23332,userId_22330,1
userId_8663,userId_22330,18
userId_27852,userId_22330,9
userId_16135,userId_22330,1
userId_119,userId_22330,4
userId_20798,userId_22330,1
userId_2070,userId_22330,4
userId_23933,userId_22330,3
userId_1065,userId_22330,1
userId_13139,userId_22330,1
userId_28643,userId_22330,1
userId_22748,userId_22330,1
userId_12704,userId_22330,2
userId_3684,userId_22330,3
userId_11882,userId_22330,2
userId_15132,userId_22330,10
userId_8870,userId_22330,1
userId_26175,userId_22330,1
userId_8081,userId_22330,1
userId_37024,userId_22330,1
userId_12216,userId_22330,1
userId_13362,userId_22330,1
userId_16667,userId_22330,1
userId_22252,userId_22330,1
userId_9709,userId_22330,1
userId_21887,userId_22330,1
userId_28816,userId_22330,1
userId_34488,userId_22330,6
userId_24728,userId_22330,8
userId_11799,userId_22330,4
userId_16110,userId_22330,2
userId_38814,userId_22330,1
userId_10334,userId_22330,46
userId_24501,userId_22330,4
userId_21316,userId_22330,6
userId_30513,userId_22330,1
userId_16769,userId_22330,1
userId_8703,userId_22330,4
userId_3147,userId_22330,2
userId_33582,userId_22330,5
userId_14301,userId_22330,1
userId_8208,userId_22330,4
userId_18154,userId_22330,2
userId_4718,userId_22330,2
userId_18841,userId_22330,1
userId_6151,userId_22330,1
userId_10645,userId_22330,1
userId_13472,userId_22330,1
userId_37129,userId_22330,7
userId_15290,userId_22330,1
userId_28575,userId_22330,1
userId_35565,userId_22330,1
userId_14465,userId_22330,1
userId_22231,userId_22330,1
userId_1069,userId_22330,1
userId_28373,userId_22330,1
userId_18396,userId_22330,2
userId_10467,userId_22330,1
userId_33541,userId_22330,1
userId_18810,userId_22330,1
userId_11048,userId_22330,1
userId_25846,userId_22330,10
userId_20085,userId_22330,4
userId_20618,userId_22330,1
userId_39065,userId_22330,6
userId_6389,userId_22330,1
userId_32333,userId_22330,1
userId_20454,userId_22330,1
userId_39354,userId_22330,1
userId_1533,userId_22330,1
userId_17716,userId_22330,1
userId_2311,userId_22330,2
userId_12011,userId_22330,4
userId_10321,userId_22330,1
userId_9102,userId_22330,56
userId_33326,userId_22330,1
userId_37399,userId_22330,3
userId_28150,userId_22330,1
userId_8889,userId_22330,1
userId_29214,userId_22330,1
userId_12845,userId_22330,1
userId_22573,userId_22330,18
userId_18917,userId_22330,1
userId_599,userId_22330,1
userId_8334,userId_22330,1
userId_2292,userId_22330,12
userId_16355,userId_22330,12
userId_5940,userId_22330,1
userId_2269,userId_22330,3
userId_17073,userId_22330,6
userId_28839,userId_22330,1
userId_30552,userId_22330,2
userId_19823,userId_22330,2
userId_36375,userId_22330,1
userId_34419,userId_22330,1
userId_34793,userId_22330,8
userId_30233,userId_22330,1
userId_11611,userId_22330,1
userId_17953,userId_22330,5
userId_187,userId_22330,1
userId_30524,userId_22330,4
userId_14661,userId_22330,1
userId_26811,userId_22330,8
userId_17638,userId_22330,1
userId_27286,userId_22330,11
userId_27006,userId_22330,1
userId_11301,userId_22330,1
userId_23546,userId_22330,2
userId_15096,userId_22330,10
userId_14925,userId_22330,1
userId_14808,userId_22330,1
userId_36825,userId_22330,1
userId_3516,userId_22330,1
userId_2406,userId_22330,1
userId_36468,userId_22330,1
userId_14137,userId_22330,1
userId_3962,userId_22330,1
userId_16692,userId_22330,3
userId_7567,userId_22330,9
userId_31118,userId_22330,1
userId_37035,userId_22330,1
userId_21144,userId_22330,4
userId_9001,userId_22330,1
userId_6519,userId_22330,2
userId_15450,userId_22330,9
userId_38577,userId_22330,1
userId_37190,userId_22330,1
userId_39057,userId_22330,1
userId_3657,userId_22330,7
userId_9384,userId_22330,1
userId_16273,userId_22330,1
userId_17915,userId_22330,10
userId_38149,userId_22330,1
userId_6788,userId_22330,1
userId_27407,userId_22330,13
userId_20269,userId_22330,1
userId_35866,userId_22330,1
userId_30588,userId_22330,1
userId_5731,userId_22330,2
userId_30808,userId_22330,1
userId_9363,userId_22330,2
userId_7496,userId_22330,1
userId_1292,userId_22330,1
userId_29914,userId_22330,3
userId_8138,userId_22330,4
userId_25616,userId_22330,1
userId_6696,userId_22330,2
userId_37945,userId_22330,1
userId_34594,userId_22330,7
userId_10812,userId_22330,3
userId_27328,userId_22330,1
userId_19962,userId_22330,1
userId_38307,userId_22330,1
userId_29211,userId_22330,5
userId_2807,userId_22330,1
userId_8706,userId_22330,1
userId_26340,userId_22330,4
userId_23393,userId_22330,1
userId_4956,userId_22330,10
userId_9708,userId_22330,1
userId_20217,userId_22330,2
userId_4410,userId_22330,3
userId_24946,userId_22330,1
userId_5756,userId_22330,1
userId_14474,userId_22330,34
userId_16401,userId_22330,1
userId_10240,userId_22330,4
userId_6514,userId_22330,1
userId_39203,userId_22330,7
userId_11999,userId_22330,10
userId_5783,userId_22330,1
userId_2978,userId_22330,1
userId_4977,userId_22330,1
userId_38390,userId_22330,1
userId_27079,userId_22330,2
userId_7684,userId_22330,1
userId_5394,userId_22330,1
